"company","title"
Catena Media P.L.C,"Efficiency measures implemented to address operational pressures, ensure profitability and accelerate the path to revenue growth"
Stendörren Fastigheter AB,Stendörren evaluates the conditions to carry out a directed share issue of class B shares of approximately SEK 300 million
Lánamál ríkisins,Results of additional issuance - RIKB 27 0415 - RIKB 38 0215
Tele2 AB,Resolutions of the Annual General Meeting 2025 of Tele2
Alma Media,Alma Media Corporation: Share repurchase 13.5.2025
Raute Oyj,Raute Corporation: SHARE REPURCHASE 13.5.2025
GENSIGHT BIOLOGICS,"GenSight Biologics Announces Approval of All Resolutions Supported by the Board of Directors at the Combined General Meeting of May 13, 2025"
"",Landsbankinn hf.: Niðurstaða útboðs sértryggðra skuldabréfa
"",Landsbankinn hf.: Covered bond offering results
Eimskipafélag Íslands hf.,Eimskip: First quarter 2025 results
Eimskipafélag Íslands hf.,Eimskip: Afkoma fyrsta ársfjórðungs 2025
Hagar hf.,Hagar hf.: Útboð á víxlum 20. maí 2025
"",Results of additional issuance - RIKB 27 0415 - RIKB 38 0215
"",Niðurstöður viðbótarútgáfu - RIKB 27 0415 - RIKB 38 0215
Hagar hf.,Hagar hf.: Aðalfundur 27. maí 2025 – endanleg dagskrá og tillögur
Eik fasteignafélag hf,Eik fasteignafélag hf.: Lækkun hlutafjár
ICADE,ICADE - DESCRIPTIF PROGRAMME RACHAT ACTIONS
MAUREL ET PROM,Maurel & Prom : Informations concernant l’Assemblée générale mixte du 27 mai 2025
MAUREL ET PROM,Maurel & Prom: Ordinary and Extraordinary Shareholders’ Meeting on 27 May 2025
ICADE,ICADE : COMPTE-RENDU DE L’ASSEMBLEE GENERALE MIXTE DU 13 MAI 2025
JUNGLE21 S.A.,GSMs resolutions approved
IMERYS,imerys-13-05-2025-information-réglementée-mise-disposition-du-rapport-sur-les-paiements-faits-aux-gouvernements
IMERYS,imerys-13-05-2025-press-release-summary-of-the-ordinary-and-extraordinary-shareholders-general-meeting-13-may-2025
LLAMA GROUP,"LLAMA GROUP SA: Convening Notice to the Extraordinary General Meeting of Shareholders of May 28, 2025"
LLAMA GROUP,LLAMA GROUP SA : CONVOCATION A L’ASSEMBLEE GENERALE EXTRAORDINAIRE DES ACTIONNAIRES DU 28 MAI 2025
LLAMA GROUP,LLAMA GROUP SA : CONVOCATION A L’ASSEMBLEE GENERALE ORDINAIRE DES ACTIONNAIRES DU 28 MAI 2025
MEMSCAP REGPT,MEMSCAP : COMMUNIQUE DE MISE A DISPOSITION DES DOCUMENTS PREPARATOIRES A L’ASSEMBLEE GENERALE MIXTE ANNUELLE DU 3 JUIN 2025
LLAMA GROUP,"Llama Group SA: Notice of the Ordinary General Meeting of Shareholders From May 28, 2025"
Nidaros Sparebank,Delårsrapport per 1. kvartal 2025
LOTUS BAKERIES,Lotus Bakeries NV Ordinary General Meeting on 13 May 2025
StillFront AB,Stillfront completes repurchase of own shares
StillFront AB,Stillfront's holding of own shares exceeds five percent
HANZA AB,"BULLETIN FROM THE ANNUAL GENERAL MEETING MAY 13, 2025"
EDDA WIND ASA,Edda Wind ASA – Mandatory notification of trade
AVANCE GAS HOLDING,Avance Gas Holding Ltd: Change in Director Appointment
"",EMGS reports first quarter 2025 results
Medi-Adapt Innovations,Spectral AI Announces 2025 First Quarter Financial Results
Annovis Bio,Annovis Provides Corporate Updates and Reports First Quarter 2025 Financial Results
Rezolute,Rezolute Reports Third Quarter Fiscal 2025 Financial Results and Provides Business Update
Elicio Therapeutics,Elicio Therapeutics Reports First Quarter 2025 Financial Results and Provides Corporate Updates
MERCIALYS,Mercialys : Informations relatives au nombre total de droits de vote et d’actions composant le capital social au 30 avril 2025
MERCIALYS,"Mercialys:Number of Outstanding Shares and Voting Rights as of April 30, 2025"
WAGA ENERGY,Waga Energy: Inauguration of a first RNG production unit using a hybrid biogas source in central France
WAGA ENERGY,Waga Energy: Inauguration d’une unité de production de biométhane à partir d’une source hybride à Clermont-Ferrand
Electromagnetic Geoservices,EMGS reports first quarter 2025 results
VALEO,Valeo annonce une nouvelle émission d’obligations vertes pour un montant de 650 millions d’euros à échéance mai 2031
Romsdal Sparebank,Avholdt valgmøte for eiere av egenkapitalbevis
Citycon Oyj,Citycon publishes strong operational performance for Q1/2025 as well as intention to launch a bond tender offer and considers repurchasing its own shares
Citycon Oyj,Citycon considers repurchasing its own shares
GENSIGHT BIOLOGICS,GenSight Biologics annonce l’approbation de l’ensemble des résolutions soutenues par le Conseil d’Administration lors de son assemblée générale mixte du 13 mai 2025
Íslandsbanki hf.,Íslandsbanki hf.: UPDATE ON OFFERING OF SHARES IN ÍSLANDSBANKI HF.: BASE VOLUME COVERED
"",Avance Gas Holding Ltd: Change in Director Appointment
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
BIO-UV GROUP,Déclaration des transactions sur actions propres du 7 au 13 mai 2025
POLARIS MEDIA,Polaris Media ASA (POL) – Ordinær generalforsamling 2025 avholdt
Capricor Therapeutics,Capricor Therapeutics Reports First Quarter 2025 Financial Results and Provides Corporate Update
Vaxart,Vaxart Provides Business Update and Reports First Quarter 2025 Financial Results
Vaxart,Vaxart Appoints Jeroen Grasman as Chief Financial Officer
Checkpoint Therapeutics,Checkpoint Therapeutics Reports First Quarter Financial Results and Recent Corporate Updates
"",Alma íbúðafélag hf.: Útgáfa á nýjum skuldabréfaflokki - AL220535
"",Leiðrétting: Hagar hf.: Útboð á víxlum 20. maí 2025
SMARTCRAFT ASA,SmartCraft launches SmartCraft Spark - A new digital solution tailored for electricians
SELVAAG BOLIG,Selvaag Bolig ASA: Invitation to presentation of first quarter 2025 results
SELVAAG BOLIG,Selvaag Bolig ASA: Invitasjon til presentasjon av resultater for første kvartal 2025
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 13.05.2025
CYVIZ AS,Cyviz AS - Invitation to presentation of Q1 2025 financial results
Enad Global 7 AB,Palia Launches Today on PlayStation 5 and Xbox Series X|S Together with the New ‘Elderwood' Expansion - Across All Major Platforms
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
Stendörren Fastigheter AB,"Stendörren completes a directed issue of 1,547,000 class B shares, raising proceeds of approximately SEK 300 million"
Alma íbúðafélag hf.,Alma íbúðafélag hf.: Útgáfa á nýjum skuldabréfaflokki - AL220535
Nordea Bank Abp,Nordea Bank Abp: Repurchase of own shares on 13.05.2025
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
CIRCIO HOLDING ASA,Circular RNA innovator Circio presents strengthened circVec gene therapy data at ASGCT 2025
Link Mobility Group Holding,LINK Mobility – Q1 25 – Strong organic growth and improved margins
Diös Fastigheter AB,Diös Strengthens Senior Management Team with Director of HR
Selbu Sparebank,Delårsregnskap 1. kvartal 2025
ABN AMRO BANK N.V.,ABN AMRO Bank posts net profit of EUR 619 million in Q1 2025
ABN AMRO BANK N.V.,ABN AMRO Bank rapporteert netto winst van EUR 619 miljoen in Q1 2025
BEKAERT,Bekaert - Mise à jour relative au Programme de Rachat d’Actions et au contrat de liquidité
-,Bekaert - Update on the Share Buyback Program
BEKAERT,Bekaert - Update over het Inkoopprogramma van Eigen Aandelen
BlueNord ASA,BlueNord Announces First Quarter 2025 Results: Tyra Production Ramp-Up Continues and Second Distribution to Shareholders Proposed
Voss Veksel- og Landmandsbank,DELÅRSRAPPORT 1. KVARTAL 2025
ENVIPCO HOLDING N.V.,ENVIPCO Q1 25 Expected slow start with momentum building
NORCONSULT ASA,Norconsult ASA: Q1 2025 - Moderate revenue growth and profitability
BEWI,BEWI - Results for the first quarter of 2025
Oslofjord Sparebank,Sparebanken Norge og Oslofjord Sparebank slår seg sammen
NORBIT,NORBIT - Resultater for første kvartal 2025
FLSmidth & Co. A/S,"FLSmidth & Co. A/S: Better-than-expected Q1 2025, with a strong financial performance in Mining driving an upgraded full-year guidance"
NORBIT,NORBIT - Results for the first quarter 2025
POLARIS MEDIA,Polaris Media ASA (POL) - Resultater 1. kvartal 2025
NYXOAH SA,Nyxoah Présente ses Résultats Financiers et Opérationnels du Premier Trimestre
DEME GROUP,Trading update Q1 2025: steady first quarter performance and full-year outlook confirmed
TrÃ¸ndelag Sparebank,Trøndelag Sparebank – Delårsrapport 1. kvartal 2025
RANA GRUBER ASA,"RANA: Navigating Uncertainty, Building Strength"
BEKAERT,Bekaert - Trading update for the first three months of 2025
BEKAERT,Bekaert - Activiteitenverslag eerste drie maanden van 2025
SUBSEA 7,Subsea 7 S.A. - Ex-dividend NOK 6.50 today
DEME GROUP,Trading update Q1 2025: stabiele prestatie in eerste kwartaal en vooruitzichten voor het volledige jaar bevestigd
ENVIPCO HOLDING N.V.,ENVIPCO Q1 25 – Expected slow start with momentum building
Omda AS,Omda delivers 15% growth and 22% EBITDA margin
MEDIAN TECHNOLOGIES,Median Technologies submits U.S. application for 510(k) clearance of eyonis® LCS
RANA GRUBER ASA,RANA: Trygg kurs i urolige tider
NEXT BIOMETRICS GROUP,NEXT Biometrics: Q1 2025 results
RANA GRUBER ASA,RANA: Key information relating to the cash dividend to be paid by Rana Gruber ASA
MEDIAN TECHNOLOGIES,Median Technologies soumet une demande d’autorisation 510(k) aux Etats Unis pour eyonis® LCS
Omda AS,Omda leverer 15% vekst og 22% EBITDA i første kvartal 2025
Sparebanken Norge,Sparebanken Norge og Oslofjord Sparebank slår seg sammen
Sparebanken Norge,Sparebanken Norge and Oslofjord Sparebank agree to merge
POLARIS MEDIA,"Ex. utbytte NOK 22,40 per aksje i dag"
BEKAERT,Bekaert - Rapport d'activités sur les trois premier mois de 2025
ATOS,"Atos Group lance son nouveau plan stratégique et de transformation: ""Genesis"", pour capitaliser sur ses forces et renouer avec une croissance rentable et durable"
NYXOAH SA,Nyxoah Reports First Quarter Financial and Operating Results
Mowi ASA,Mowi ASA (OSE: MOWI): Notice of Annual General Meeting 4 June 2025
Mowi ASA,Mowi ASA (OSE: MOWI): Innkalling til ordinær generalforsamling 4. juni 2025
Mowi ASA,Mowi ASA (OSE: MOWI): Quarterly dividend
Mowi ASA,Another strong operational quarter for Mowi
Mowi ASA,Nok et sterkt operasjonelt kvartal av Mowi
ARCTIC FISH HOLDING AS,Arctic Fish (AFISH): Q1 2025 – A tough quarter mainly due to market conditions
FLSmidth & Co. A/S,"FLSmidth & Co. A/S: Better-than-expected Q1 2025, with a strong financial performance in Mining driving an upgraded full-year guidance"
Nanobiotix,INFORMATION MENSUELLE RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET D’ACTIONS COMPOSANT LE CAPITAL SOCIAL
FLSmidth & Co. A/S,"FLSmidth & Co. A/S: Better-than-expected Q1 2025, with a strong financial performance in Mining driving an upgraded full-year guidance"
Digital Workforce Services Oyj,Digital Workforce Services Oyj: SHARE REPURCHASE 13.5.2025
Done.ai Group AB,New Investors Commitments Qualify the Directed Share Issue as a “Relevant Share Issue”
Swedish Logistic Property AB,"SLP builds 1,500 square meters and extends lease agreement"
Qualisys Holding AB,Qualisys Q1 Report January - March 2025
Infant Bacterial Therapeutics,Infant Bacterial Therapeutics (IBT) to present results of “The Connection Study” at ESPGHAN 2025 in Helsinki
Scandinavian Enviro Systems AB,Quarterly Report Scandinavian Enviro Systems AB (publ) first quarter 2025
Surgical Science Sweden AB,Interim report January - March 2025: Strong growth despite macroeconomic uncertainties
Nokia Corporation,Com4 selects Nokia 5G Standalone Core to power global IoT services
FLSmidth & Co. A/S,FLSmidth raises its full-year 2025 financial guidance
H. Lundbeck A/S,Lundbeck raises financial guidance following strong start to the year with strategic brands growth of +24% CER
BEWI ASA,BEWI - Results for the first quarter of 2025
OssDsign AB,OssDsign publishes Annual Report 2024
Marimekko Oyj,"INTERIM REPORT OF MARIMEKKO CORPORATION, 1 January-31 March 2025: Marimekko's net sales in the first quarter grew and operating profit was at a good level"
FLSmidth & Co. A/S,FLSmidth raises its full-year 2025 financial guidance
"","INTERIM REPORT OF MARIMEKKO CORPORATION, 1 January–31 March 2025: Marimekko’s net sales in the first quarter grew and operating profit was at a good level"
"",MARIMEKKO OYJ:N OSAVUOSIKATSAUS 1.1.–31.3.2025: Marimekon liikevaihto ensimmäisellä neljänneksellä kasvoi ja liikevoitto oli hyvällä tasolla
"",NORBIT - Results for the first quarter 2025
"",NORBIT - Resultater for første kvartal 2025
"",Mowi ASA (OSE: MOWI): Quarterly dividend
"",Mowi ASA (OSE: MOWI): Notice of Annual General Meeting 4 June 2025
"",Mowi ASA (OSE: MOWI): Innkalling til ordinær generalforsamling 4. juni 2025
"",Another strong operational quarter for Mowi
"",Nok et sterkt operasjonelt kvartal av Mowi
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
Sun Investment Group,Due to the convened meeting place of bondholders of Sun Investment Group UAB
Ignitis grupė,AB “Ignitis grupė” Strategic Plan 2025-2028: paving the way towards 100% green and secure energy ecosystem
Ignitis grupė,First three months 2025 interim report: strong performance and strategic plan execution marked by the launch of Kelmė wind farm I. Full-year 2025 Adjusted EBITDA and Investments guidance reiterated
Nasdaq Vilnius,Public offering of Everaus Kinnisvara AS bonds
Ekspress Grupp,Changes to the Agenda and Draft Resolutions of the Annual General Meeting of AS Ekspress Grupp on 23 May 2025
Nasdaq Riga,Public offering of Everaus Kinnisvara AS bonds
Nasdaq Vilnius,Public Offering of UAB Vli Timber bonds - via Bond Auction
Nasdaq Tallinn,Public Offering of UAB Vli Timber bonds - via Bond Auction
Nasdaq Riga,Public Offering of UAB Vli Timber bonds - via Bond Auction
Nasdaq Tallinn,Public offering of Everaus Kinnisvara AS bonds
AKROPOLIS GROUP,"Green Notes of AKROPOLIS GROUP, UAB are planned to be listed on Euronext Dublin and Nasdaq Vilnius stock exchanges"
EURAZEO SE,EURAZEO COMPLETES THE SALE OF ALBINGIA TO A CONSORTIUM LED BY LA FINANCIERE DE BLACAILLOUX (“FIBLAC”)
EURAZEO SE,EURAZEO FINALISE LA CESSION D’ALBINGIA A UN CONSORTIUM MENE PAR LA FINANCIERE DE BLACAILLOUX (« FIBLAC »)
BOOSTHEAT,LEVÉE DE FONDS DE 125 KEUR
ELMERA GROUP ASA,Elmera Group ASA: Exercise of employee share options
FONCIERE INEA,Information relative au nombre total de droits de vote et d’actions composant le capital social
FONCIERE INEA,Modalités de mise à disposition ou de consultation des documents préparatoires à l'Assemblée Générale du 4 juin 2025
UNIBAIL-RODAMCO-WESTFIELD,URW presents ‘A Platform for Growth’ 2025-28 business plan
B2 Impact ASA,Disclosure of large shareholding
B2 Impact ASA,Disclosure of large shareholding
CIRCIO HOLDING ASA,Atlas Holdings for CIRCIO
HAFNIA LIMITED,HAFNIA LIMITED: Results of Annual General Meeting 2025
BlueNord ASA,Major shareholding notification
Pelagia Holding AS,Pelagia Holding AS - Financial calendar 2025
Coca-Cola Europacific Partners plc,Transactions in Own Shares
GENTOO MEDIA INC.,Gentoo Media Inc. publishes Q1 2025 Interim Report: Strategic initiatives lay foundation for long-term growth
XXL,UPDATE ON ACCEPTANCES IN THE MANDATORY OFFER TO ACQUIRE ALL ISSUED AND OUTSTANDING SHARES OF XXL ASA
INDUCT,Induct AS – Commencement of subscription period for subsequent offering and notice of EGM
COMPAGNIE CHARGEURS INVEST,"Voting rights monthly statement as of April 30th, 2025"
NANOBIOTIX,INFORMATION MENSUELLE RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET D’ACTIONS COMPOSANT LE CAPITAL SOCIAL
Coca-Cola Europacific Partners plc,Capital Markets Event
NORDIC HALIBUT AS,Nordic Halibut AS – Notice of Annual General Meeting
Sparebanken Ãst,Sparebanken Øst – Videreføring av spareprogram for ansatte i egne egenkapitalbevis
NANOBIOTIX,Voting Rights and Shares Capital of the Company
Sparebanken Ãst,Sparebanken Øst - regnskap 1. kvartal 2025
Sparebanken Ãst Boligkreditt,Sparebanken Øst Boligkreditt AS - Regnskap 1. kvartal 2025
AGFA-GEVAERT,The Agfa-Gevaert Group in Q1 2025: adjusted EBITDA stable versus Q1 2024 – improved mix and good cost control compensated for film market decline
AGFA-GEVAERT,De Agfa-Gevaert Groep in het eerste kwartaal van 2025: aangepaste EBITDA stabiel tegenover eerste kwartaal van 2024 – verbeterde mix en goede kostcontrole compenseerde voor de achteruitgang van de filmmarkt
SAGA PURE,Saga Pure: First quarter 2025 financial results
Panoro Energy ASA,Panoro Energy - Invitation to First Quarter 2025 Results Presentation
ATOS,Atos Group: new strategic and transformation plan “Genesis” to leverage core strengths and restore sustainable profitable growth. Cash generation and disciplined capital allocation as key drivers to deleveraging
"",AB “Ignitis grupė” Strategic Plan 2025–2028: paving the way towards 100% green and secure energy ecosystem
MAAT PHARMA,"MaaT Pharma to Hold Annual General Meeting on June 20, 2025"
SOLVAC NOM(RETAIL),Résultats de l’Assemblée Générale Ordinaire des Actionnaires de Solvac
BOUYGUES,Bouygues: First-quarter 2025 results
NORTH ENERGY,North Energy ASA – Results for the first quarter 2025
VITURA,Vitura : Activité du 1er trimestre 2025
MAAT PHARMA,MaaT Pharma annonce la tenue de son Assemblée Générale Mixte le 20 juin 2025
ALSTOM,Alstom S.A : Exercice fiscal 2024/25 d’Alstom : bénéfice et cash-flow solides. Confirmation des ambitions à moyen terme.
NICOX S.A.,Nicox annonce les résultats de l’étude exploratoire de phase 3b Whistler dans le glaucome
BOUYGUES,Bouygues : résultats du premier trimestre 2025
SOLVAC NOM(RETAIL),Results of the Ordinary Shareholders' Meeting of Solvac
VENTE UNIQUE.COM,Vente-unique.com maintains solid growth in the 1st half of 2024-2025
ALSTOM,Alstom S.A: FY 2024/25: Alstom delivers solid profit and cash. Medium-term ambitions confirmed.
NICOX S.A.,Nicox Announces Results of the Exploratory Whistler Phase 3b Glaucoma Trial
VENTE UNIQUE.COM,Vente-unique.com maintient une solide croissance au 1er semestre 2024-2025
VITURA,Vitura: Activity at end-March 2025
SOLVAC NOM(RETAIL),Resultaat van de Gewone Algemene Aandeelhoudersvergadering van Solvac
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
Intervacc AB,Interim report January - March 2025
AAC Clyde Space AB,"AAC Clyde Space wins EUR 814,000 order for power systems in Earth observation programme"
InCoax Networks AB,NOTICE OF ANNUAL SHAREHOLDERS' MEETING IN INCOAX NETWORKS AB
Immunovia AB,Immunovia Publishes Interim Report for January-March 2025
OptiCept Technologies AB,OptiCept Exhibits at Expoliva
Safeture AB,Safeture Signs Two-Year Global Partnership with Amadeus
Isofol Medical AB,Interview with Isofol's CEO Petter Segelman Lindqvist on upcoming rights issue
Sun Investment Group,Due to the convened meeting place of bondholders of Sun Investment Group UAB
Ignitis grupė,AB “Ignitis grupė” Strategic Plan 2025-2028: paving the way towards 100% green and secure energy ecosystem
Nanobiotix,Voting Rights and Shares Capital of the Company
Silvano Fashion Group,Adoption of Resolutions of the Extraordinary General Meeting of as Silvano Fashion Group Without Notice of the Meeting
Silvano Fashion Group,AS SILVANO FASHION GROUP ERAKORRALISE ÜLDKOOSOLEKU OTSUSE VASTUVÕTMINE KOOSOLEKUT KOKKU KUTSUMATA
Ekspress Grupp,Changes to the Agenda and Draft Resolutions of the Annual General Meeting of AS Ekspress Grupp on 23 May 2025
Ekspress Grupp,Muudatused ASi Ekspress Grupp 23.05.2025 üldkoosoleku päevakorras ja otsuste eelnõudes
"",„Ignitis grupės“ 2025–2028 m. strateginis planas: kelias į 100 % žalią ir saugią energetikos ekosistemą
"",First three months 2025 interim report: strong performance and strategic plan execution marked by the launch of Kelmė wind farm I. Full-year 2025 Adjusted EBITDA and Investments guidance reiterated
"",First three months 2025 interim report: strong performance and strategic plan execution marked by the launch of Kelmė wind farm I. Full-year 2025 Adjusted EBITDA and Investments guidance reiterated
"","2025 m. 3 mėn. tarpinis pranešimas: stiprūs rezultatai ir strateginio plano įgyvendinimas, pažymėtas Kelmės vėjo parko I komercinės veiklos pradžia. 2025 m. Koreguoto EBITDA ir Investicijų prognozė išlieka nepakitusi"
"","Green Notes of AKROPOLIS GROUP, UAB are planned to be listed on Euronext Dublin and Nasdaq Vilnius stock exchanges"
Sparebank 68 grader nord,Sparebank 68° Nord - Delårsrapport for 1. kvartal 2025
XXL,XXL ASA - Notice of Annual General Meeting 2025
SWEDBANK AB,Comment to the SFSA decision on an administrative fine
Ãrland Sparebank,Ørland Sparebank Kvartalsrapport 1. kvartal 2025
NEXANS,Saint-Gotthard road tunnel: Nexans to install Switzerland’s longest high-voltage underground line
SpareBank 1 Ãstlandet,Tilbakekjøp av Fondsobligasjonslån: SPOL61 PRO (ISIN: NO0010885049)
SpareBank 1 Ãstlandet,Buy-back of Additional Tier 1: SPOL61 PRO (ISIN: NO0010885049)
TRIGANO,Clarification de Trigano suite à une dépêche de Reuters
SAGA PURE,Saga Pure ASA - Final results of the mandatory offer by Tycoon Industrier AS to acquire all shares in Saga Pure ASA - Disclosure of large shareholding
Spareskillingsbanken,Spareskillingsbanken - Resultat 1. kvartal 2025
EXACT THERAPEUTICS,EXACT Therapeutics announces grant of key patent covering non-invasive delivery of pharmaceuticals to the brain
Ework Group AB,"Ework Group publishes Interim Report, January - March 2025: Lower volumes, but increased gross margin"
Rockwool A/S,ROCKWOOL A/S - transactions in connection with share buy-back programme
Swedbank AB,Comment to the SFSA decision on an administrative fine
Alcadon Group AB,"Group CEO, Senior executives and other employees subscribe for warrants"
NORDEN,Notification of managers' and closely related parties' transactions with Dampskibsselskabet NORDEN A/S' shares in connection with share buy-back program
Eleving Group,Eleving Group:  The recording of 3M 2025 Earnings Call
Nasdaq Tallinn,Nasdaq Welcomes Vanagas Asset Management to the First North Market
Mandatum Oyj,Mandatum Asset Management invests in rapidly growing golf equipment manufacturer Takomo
MapsPeople A/S,MapsPeople A/S - Registration of capital increase
Wirtek A/S,Interim Report Q1 2025: International growth despite challenging markets
Sparindex INDEX Høj Risiko KL,Opdateret prospekt for Værdipapirfonden Sparindex samt optagelse af afdeling til handel
Prime Office A/S,Delårsrapport 1. kvartal 2025
Enefit Green,The results of the voluntary takeover offer made by Eesti Energia AS in respect of the shares of Enefit Green AS
Enefit Green,Eesti Energia AS-i poolt tehtud Enefit Green AS-i aktsiate vabatahtliku ülevõtmispakkumise tulemused
Nasdaq Vilnius,Nasdaq Welcomes Vanagas Asset Management to the First North Market
THALES,L’Assemblée générale mixte de Thales approuve l’ensemble des résolutions
Nasdaq Riga,Nasdaq Welcomes Vanagas Asset Management to the First North Market
Nasdaq Tallinn,Nasdaq Welcomes Vanagas Asset Management to the First North Market
Eleving Group,Eleving Group:  The recording of 3M 2025 Earnings Call
Enefit Green,The results of the voluntary takeover offer made by Eesti Energia AS in respect of the shares of Enefit Green AS
ICADE,ICADE – PR – ICADE ANNOUNCES ITS INTENTION TO ISSUE A NEW GREEN BOND AND LAUNCHES A CASH TENDER OFFER FOR FOUR EXISTING SERIES OF NOTES
Nasdaq Vilnius,CORRECTION: Public offering of Everaus Kinnisvara AS bonds
Nasdaq Tallinn,The results of the voluntary takeover offer made in respect of the shares of Enefit Green AS
Nasdaq Tallinn,CORRECTION: Public offering of Everaus Kinnisvara AS bonds
Nasdaq Riga,CORRECTION: Public offering of Everaus Kinnisvara AS bonds
PYRUM INNOVATIONS AG,Pyrum Innovations AG publishes investor presentation dated 16 May 2025
ICADE,ICADE – CP – ICADE ANNONCE SON INTENTION D’EMETTRE DE NOUVELLES OBLIGATIONS VERTES ET LANCE UNE OFFRE DE RACHAT SUR QUATRE SOUCHES OBLIGATAIRES EXISTANTES
Nordea Bank Abp,Composition of Nordea's Shareholders' Nomination Board
Marker og Eidsberg Sparebank,"Marker & Eidsberg Sparebank, Kvartalsregnskap 1Q 2025"
SHURGARD,"2025054 SHUR - First quarter 2025 results"
SHURGARD,"20250513 Shurgard obtains building permit in Lille, expands self-storage rollout via INDIGO car park conversion partnership"
ProstaLund AB,First treatments with CoreTherm® Eagle to be performed next week - Key milestone for ProstaLund
Avtech Sweden AB,Bulletin from the Annual General Meeting in AVTECH Sweden AB (publ)
Clavister Holding AB,General Dynamics European Land Systems and Clavister demonstrate AI-powered cybersecurity at FEINDEF 2025
Nordea Bank Abp,Composition of Nordea's Shareholders' Nomination Board
Ålandsbanken,Bank of Åland Plc: Managers' Transactions (Salonius) 
Admicom Oyj,Admicom: Cancellation of option rights
Danmarks Nationalbank,Result of the auction of treasury bills on 14 May 2025
Cabonline Group AB (publ),Thousands of taxis inspected for improved safety and service - Cabonline's quality week underway
Evolution AB,The board of directors of Evolution AB (publ) has resolved on acquisitions of own shares
Immunovia AB,Invitation to Immunovia's Q1 presentation
Minesto AB,"Minesto joins World Expo 2025 in Osaka, Japan as part of the Swedish official delegation"
"",Result of the auction of treasury bills on 14 May 2025
"",Resultat af auktion over skatkammerbeviser 14. maj 2025
Bank of Åland Plc B,Bank of Åland Plc: Managers' Transactions (Salonius)
Bank of Åland Plc B,Ålandsbanken Abp: Transaktioner utförda av personer i ledande ställning (Salonius)
ELMERA GROUP ASA,Elmera Group ASA: Mandatory notification of trade
CODELAB CAPITAL AS,Financial calendar
"3T Global Bidco Plc",Resolution for transfer of 3T Global Bidco Plc bonds from Euronext ABM to Euronext Oslo Børs
Nasdaq Riga,Procedure for listing of AS PN Project bonds initiated
Nasdaq Riga,CORRECTION: Public Offering of UAB Vli Timber bonds - via Bond Auction
Nasdaq Vilnius,CORRECTION: Public Offering of UAB Vli Timber bonds - via Bond Auction
Nasdaq Tallinn,CORRECTION: Public Offering of UAB Vli Timber bonds - via Bond Auction
Sveriges Riksbank,CONDITIONS FOR RIKSBANK AUCTIONS GOVERNMENT BONDS
SPOTLIO AS,Received application for delisting
SPOTLIO AS,Mottatt søknad om strykning
Lokotech Group AS,Presentasjonsmateriale til webinar
Eika Boligkreditt AS,Eika Boligkreditt AS: Rapport for første kvartal 2025
D.L.S.I.,Groupe DLSI - Avis réunion valant convocation AGO 19-06-2025
Eika Boligkreditt AS,Eika Boligkreditt AS: Report for the first quarter 2025
KINGDOM OF NORWAY,Result of issuing auction NGB 09/2029 and NGB 10/2042
EKOPAK NV,Ekopak versterkt haar financiële positie en governance
Grieg Seafood ASA,Grieg Seafood ASA: Notice of the Annual General Meeting 2025
"3T Global Bidco Plc",Received application for deregistration and migration to Euronext Oslo Børs
"3T Global Bidco Plc",Mottatt søknad om avregistrering og flytting til Euronext Oslo Børs
Annehem Fastigheter AB (publ),Bulletin from Annehem's Annual General Meeting on 14 May 2025
TROPHY GAMES Development A/S,Trophy Games - Share Buyback Program Update
Afarak Group SE,AFARAK GROUP: PRODUCTION REPORT Q1 2025
GomSpace Group AB,Annual general meeting held in GomSpace Group AB (publ)
Qualisys Holding AB,Report from Annual General Meeting 2025 of QUALISYS HOLDING AKTIEBOLAG (PUBL)
Djurslands Bank A/S,"1. kvartalsrapport 2025 for Djurslands Bank"
Djurslands Bank A/S,Djurslands Bank udsteder og førtidsindfrier Senior Non-Preferred kapital
Afarak Group SE,AFARAK GROUP: PRODUCTION REPORT Q1 2025
Afarak Group SE,AFARAK GROUP: TUOTANTORAPORTTI Q1 2025
"",Eika Boligkreditt AS: Report for the first quarter 2025
VNV Global AB (publ),Bulletin from the Annual General Meeting in VNV Global AB (publ)
WithSecure Oyj,WithSecure has resolved on a directed share issue 
WithSecure Corporation,WithSecure has resolved on a directed share issue
WithSecure Corporation,WithSecure on tehnyt päätöksen suunnatusta osakeannista
"3T Global Bidco Plc",Beslutning om flytting av 3T Global Bidco Plc obligasjonslån fra Euronext ABM til Euronext Oslo Børs
"",SFL - First Quarter 2025 Results
